Site,Coordinates ,Source for Coordinates,"Decimal Degrees Coordinates (Latitude, Longitude)",Family1,Genus1,species,subspecies,Name as described2,Distribution3 ,Lifeform/Habit4,Original plant part descriptions,Part consumed: Leaf,Part consumed: Fruit,Part consumed: Seed,Part consumed: Flower,Part consumed: Other,Part consumed: Unknown,Source for part consumed,Common name,Source for common name
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,young leaf/leaf bud; mature leaf; flower; stem,leaf (immature and mature),*,*,flower,stem,*,Simmen et al. (2006),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Capparaceae,Maerua ,filiformis,*,Maeura folfimis (SIC),Endemic,Tree,leaves,leaf,*,*,*,*,*,Ellwanger & Gould (2011),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Caricaceae,Carica ,papaya,*,Carica papaya,*,*,ripe fruit pulp/seed,*,fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),Papaya ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Casuarinaceae,Casuarina ,sp.,*,Casuarina sp. ,Naturalized,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Celastraceae,Loeseneriella ,sp.,*,Loeseneriella sp. 1,Family or Genus Not Endemic to Malagasy Region,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Celastraceae,Loeseneriella ,sp.,*,Loeseneriella sp. 2,Family or Genus Not Endemic to Malagasy Region,*,young leaf/leaf bud,leaf (immature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Celastraceae,Maytenus ,sp.,*,Maytenus sp.,Not Endemic,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),Bokabe ,Gemmill & Gould (2008)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Combretum ,albiflorum,*,Combretum albiflorum,Endemic,Liana,?,*,*,*,*,*,?,Pinkus et al. (2006),Tamenaka ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Combretum ,albiflorum,*,Combretum albiflorum,Endemic,Liana,mature leaf; young leaf/leaf bud; flower,leaf (immature and mature),*,*,flower,*,*,Simmen et al. (2006),Tamenaka ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Combretum ,albiflorum,*,Combretum albiflorum,Endemic,Liana,mature leaf; flower,leaf (mature),*,*,flower,*,*,Soma (2006),Tamenaka ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),Tamenake/Tamenaka ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Combretum ,sp.,*,Combretum sp.,Family or Genus Not Endemic to Malagasy Region,*,ripe fruit pulp/seed,*,fruit (ripe) ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),Tamenake/Tamenaka ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Combretaceae,Terminalia ,mantaly,*,Terminalia mantaly ,Endemic,Tree,?,*,*,*,*,*,?,Pinkus et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Commelinaceae,Commelina ,benghalensis,*,Commelina bengalensis,Naturalized,Herb,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Commelinaceae,Commelina ,sp.,*,Commelina sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaf ,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),Andranahake/Andranahaka ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Ipomoea ,sp. (unable to identify species name),*,Iporea robbers ,*,*,flowers,*,*,*,flower,*,*,Ellwanger & Gould (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Ipomoea ,cairica,*,Ipomoea cairica,Native Not Endemic,Liana,?,*,*,*,*,*,?,Pinkus et al. (2006),Teloravina/Valae (?),Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Ipomoea ,cairica,*,Ipomoea cairica,Native Not Endemic,Liana,young leaf/leaf bud; mature leaf,leaf (immature and mature),*,*,*,*,*,Simmen et al. (2003; 2006),Teloravina/Valae (?),Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Ipomoea ,sp.,*,Ipomoea sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),Tsimatavendrano ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic,Shrub,young leaves,leaf (immature),*,*,*,*,*,Gould et al. (2011; 2015),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Convolvulaceae,Metaporana ,parvifolia,*,Metaporana parvifolia,Endemic ,Shrub,young leaf/leaf bud,leaf (immature),*,*,*,*,*,Simmen et al. (2003; 2006),Kililo; Kilililo ,Millette (2016); Gemmill & Gould (2008)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Crassulaceae,Kalanchoe ,beharensis,*,Kalanchoe beharensis,Endemic,"Leaf succulent, shrub, stem succulent, tree",leaves,leaf,*,*,*,*,*,Gould et al. (2011),Kalanchoe ,Gabriel (2013)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Crassulaceae,Kalanchoe ,beharensis,*,Kalanchoe beharensis,Endemic,"Leaf succulent, shrub, stem succulent, tree",mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),Kalanchoe ,Gabriel (2013)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Seyrigia ,gracilis,*,Seyrigia gracilis,Endemic,"Herb, liana",vine (stem),*,*,*,*,stem,*,Gould et al. (2011),Tsiridambo ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Seyrigia ,gracilis,*,Seyrigia gracilis,Endemic,"Herb, liana",young leaves,leaf (immature),*,*,*,*,*,Gould et al. (2015),Tsiridambo ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Xerosicyos ,perrieri,*,Xerosicyos perrieri,Endemic,"Herb, leaf succulent, liana",leaves; fruit,leaf,fruit,*,*,*,*,Gould et al. (2011),Kotro ,LaFleur (2012)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Xerosicyos ,perrieri,*,Xerosicyos perrieri,Endemic,"Herb, leaf succulent, liana",?,*,*,*,*,*,?,Pinkus et al. (2006),Kotro ,LaFleur (2012)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Zehneria ,sp.,*,Zehneria sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Cucurbitaceae,Zehneria ,sp.,*,Zehneria sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Alluaudia ,dumosa,*,Alluaudia dumosa,Endemic,"Shrub, tree",flower,*,*,*,flower,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Alluaudia ,humbertii,*,Alluaudia humbertii,Endemic,Shrub,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Alluaudia ,procera,*,Alluaudia procera,Endemic,Tree,flowers and leaves; young leaves ,leaf; leaf (immature),*,*,flower,*,*,Gould et al. (2011; 2015),Fantsiolotse ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Alluaudia ,procera,*,Alluaudia procera,Endemic,Tree,young leaf/leaf bud; mature leaf; flower ,leaf (immature and mature),*,*,flower,*,*,Simmen et al. (2006),Fantsiolotse ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Alluaudia ,procera,*,Alluadia procera (SIC),Endemic,Tree,"flowers, leaves, fruits",leaf,fruit,*,flower,*,*,Ellwanger & Gould (2011),Fantsiolotse ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Didiereaceae,Didierea ,trollii,*,Didierea trollii,Endemic,Tree,young leaf/leaf bud; flower ,leaf (immature),*,*,flower,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf ,*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Acalypha ,sp.,*,Acalypha sp.,Family or Genus Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Croton ,sp.,*,Croton sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit,*,fruit,*,*,*,*,Gould et al. (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Croton ,sp.,*,Croton sp.,Family or Genus Not Endemic to Malagasy Region,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Euphorbia ,hirta,*,Chamaesyce aff. hirta,Naturalized,*,young leaf/leaf bud; mature leaf; flower,leaf (immature and mature),*,*,flower,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Euphorbia ,sp.,*,Euphorbia sp.,Family or Genus Not Endemic to Malagasy Region,*,stems,*,*,*,*,stem,*,Ellwanger & Gould (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Euphorbia ,tirucalli,*,Euphorbia tirucalli,Native Not Endemic,"Shrub, tree",flower,*,*,*,flower,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Euphorbiaceae,Pedilanthus ,tithymaloides,*,Pedilanthus tithymaloides,*,*,young leaf/leaf bud,leaf (immature),*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Acacia ,sp.,*,Acacia sp.,Not Endemic,*,leaves,leaf,*,*,*,*,*,Ellwanger & Gould (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Albizia ,polyphylla,*,Albizia polyphylla,Endemic,Tree,leaf; mature leaf,leaf; leaf (mature),*,*,*,*,*,Simmen et al. (2006),Halomblo ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Albizia ,polyphylla,*,Albizia polyphylla,Endemic,Tree,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),Halomblo ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Albizia ,polyphylla,*,Albizzia polyphylla (SIC),Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),Halomblo ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Caesalpinia ,pulcherrima,*,Caesalpinia pulcherima,Possibly Naturalized,*,mature leaf; flower,leaf (mature),*,*,flower,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Cassia ,sp.,*,Cassia sp.,Not Endemic to Malagasy Region,*,?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Crotalaria ,sp.,*,Crotalaria sp.,Not Endemic to Malagasy Region,*,young leaf/leaf bud,leaf (immature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Delonix ,regia,*,Delonix regia,Endemic,Tree,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),Flamboyant ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Delonix ,regia,*,Delonix regia,Endemic,Tree,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),Flamboyant ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Entada ,sp.,*,Entada sp. [cf.],Family or Genus Not Endemic to Malagasy Region,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Leucaena ,leucocephala,*,Leucaena lercoephalla (SIC) ,Naturalized,Tree,leaves,leaf,*,*,*,*,*,Ellwanger & Gould (2011),Kantsakantsa ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Leucaena ,leucocephala,*,Leucaena leucocephala,Naturalized,Tree,unripe seed; young leaf/leaf bud; mature leaf; flower; unripe fruit ,leaf (immature and mature),fruit (unripe) ,fruit (seed),flower,*,*,Simmen et al. (2006),Kantsakantsa ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Leucaena ,leucocephala,*,Leucaena leucocephala,Naturalized,Tree,mature leaf,leaf (mature),*,*,*,*,*,Soma (2006),Kantsakantsa ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Pithecellobium ,dulce,*,Pithecellobium dulce,Naturalized,"Shrub, tree","fruit, flowers",*,fruit,*,flower,*,*,Ellwanger & Gould (2011),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Pithecellobium ,dulce,*,Pithecellobium dulce,Naturalized,"Shrub, tree",young leaf/leaf bud; ripe fruit pulp/seed; unripe fruit; unripe seed; flower ,leaf (immature),fruit (unripe and ripe) ,fruit (pulp with seed) ,flower,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Pithecellobium ,dulce,*,Pithecelobium dulce,Naturalized,"Shrub, tree",?,*,*,*,*,*,?,Sussman (1974),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",leaves,leaf,*,*,*,*,*,Ellwanger & Gould (2011),Benono ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",?,*,*,*,*,*,?,Pinkus et al. (2006),Benono ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",young leaf; mature leaf; flower,leaf (immature and mature),*,*,flower,*,*,Simmen et al. (2006),Benono ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senegalia ,rovumae,*,Acacia rovumae,Native Not Endemic,"Shrub, tree",young leaf,leaf (immature),*,*,*,*,*,Soma (2006),Benono,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senna ,siamea,*,Senna siamea,*,*,flower; floral bulb ,*,*,*,flower; bulb,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senna ,siamea,*,Senna siamena ,*,*,flower; flower bud,*,*,*,flower; bud,*,*,Soma (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senna ,sp.,*,Senna sp.,Family or Genus Not Endemic to Malagasy Region,*,leaf ,leaf,*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Senna ,spectabilis,*,Senna spectabilis,*,*,flower,*,*,*,flower,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,"fruit, leaves, leaf buds",leaf; leaf (immature),fruit,*,*,*,*,Ellwanger & Gould (2011),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,fruit; young leaves,leaf (immature),fruit,*,*,*,*,Gould et al. (2011; 2015),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,?,*,*,*,*,*,?,Sussman (1974),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,?,*,*,*,*,*,?,Pinkus et al. (2006),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,unripe fruit; mature leaf; young leaf/leaf bud; flower; wood; ripe fruit pulp/seed; floral bulb; stem; sap ,leaf (immature and mature),fruit (unripe and ripe),fruit (pulp with seed) ,flower; bulb,wood; stem; sap/exudate,*,Simmen et al. (2003; 2006),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Fabaceae,Tamarindus ,indica,*,Tamarindus indica,Native Not Endemic,Tree,ripe fruit; ripe fallen fruit; unripe fruit; unripe fallen fruit; mature leaf; young leaf; flower; flower bud; [b? - not in key],leaf (immature and mature),fruit (unripe and ripe),*,flower; bud,*,[b?],Soma (2006),Kily ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Hernandiaceae,Gyrocarpus ,americanus,*,Gyrocarpus americanus,Native Not Endemic,*,"flowers, leaves, fruit",leaf,fruit,*,flower,*,*,Ellwanger & Gould (2011),Kapaipoty/Kapaypoty,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Hernandiaceae,Gyrocarpus ,americanus,*,Gyrocarpus americanus,Native Not Endemic,*,"young fruit; mature fruit; fruit wings; flowers; ""fruit"" & young leaves ",leaf (immature),fruit; fruit (unripe and ripe); fruit (wings),*,flower,*,*,Gould et al. (2011),Kapaipoty/Kapaypoty,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Hernandiaceae,Gyrocarpus ,americanus,*,Gyrocarpus americanus,Native Not Endemic,*,young leaf/leaf bud,leaf (immature),*,*,*,*,*,Simmen et al. (2006),Kapaipoty/Kapaypoty,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Metteniusaceae,Apodytes ,dimidiata,*,Apodytes dimidiata,Native Not Endemic,Tree,ripe fruit pulp/seed; mature leaf ,leaf (mature),fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Loganiaceae,Strychnos ,madagascariensis,*,Strychnos madagascariensis,Native Not Endemic,"Shrub, tree",ripe fruit pulp/seed,*,fruit (ripe) ,fruit (pulp with seed),*,*,*,Simmen et al. (2003; 2006),Bakoa ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Lythraceae,Lawsonia ,inermis,*,Lawsonia inermis,Naturalized,"Shrub, tree",ripe fruit pulp/seed; mature leaf,leaf (mature),fruit (ripe)  ,fruit (pulp with seed),*,*,*,Simmen et al. (2006),Kotica ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Lythraceae,Lawsonia ,inermis,*,Lawsonia inermis,Naturalized,"Shrub, tree",unripe fruit; mature leaf,leaf (mature),fruit (unripe),*,*,*,*,Soma (2006),Kotica ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malpighiaceae,Microsteira ,sp.,*,Microsteia sp. (SIC),Endemic,*,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Abutilon ,pseudocleistogamum,*,Abutilon pseudocleistoganum (SIC),Native Not Endemic,Shrub,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2003; 2006),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Grewia ,saligna,*,Grewia saligna,Endemic,*,fruit,*,fruit,*,*,*,*,Gould et al. (2011),Taorankafitra ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Grewia ,saligna,*,Grewia saligna,Endemic,*,unripe fruit; flower; floral bulb ,*,fruit (unripe),*,flower; bulb,*,*,Simmen et al. (2006),Taorankafitra ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Grewia ,saligna,*,Grewia saligna,Endemic,*,flower; flower bud,*,*,*,flower; bud,*,*,Soma (2006),Taorankafitra ,Soma (2006)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Hibiscus ,micranthus,*,Hibiscus micranthus,*,Shrub,floral bud,*,*,*,bud,*,*,Simmen et al. (2003),*,*
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Hibiscus ,sp.,*,Hibiscus sp.,Family or Genus Not Endemic to Malagasy Region,*,floral bud; mature leaf,leaf (mature),*,*,bud,*,*,Simmen et al. (2006),Tabuaralolo/Tabuarandolo ,Millette (2016)
Berenty Reserve ,"25 0.5 S, 46 18.5 E",Gould et al. (2011),"-25.008333333333333, 46.30833333333333",Malvaceae,Sida ,rhombifolia,*,Sida rhombifolia,*,Shrub,mature leaf,leaf (mature),*,*,*,*,*,Simmen et al. (2006),*,*
