Site,Coordinates ,Source for Coordinates,"Decimal Degrees Coordinates (Latitude, Longitude)",Family1,Genus1,species,subspecies,Name as described2,Distribution3 ,Lifeform/Habit4,Original plant part descriptions,Part consumed: Leaf,Part consumed: Fruit,Part consumed: Seed,Part consumed: Flower,Part consumed: Other,Part consumed: Unknown,Source for part consumed,Common name,Source for common name
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Solanaceae,Solanum ,lycopersicum,*,Tomato ,"Not Endemic or Native (Gabriel, 2013)",*,?,*,*,*,*,*,?,Millette (2016),Tomato ,Gabriel (2013)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Talinaceae,Talinella ,dauphinensis,*,Talinella dauphinensis,Endemic,"Liana, shrub",leaf bud; young leaf; mature leaf,leaf (immature and mature),*,*,*,*,*,Millette (2016),Dango ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Talinaceae,Talinella ,dauphinensis,*,Talinella dauphinensis,Endemic,"Liana, shrub",ripe fruit pulp/seed; young leaf/leaf bud; mature leaves; [stems?],leaf (immature and mature),fruit (ripe),fruit (pulp with seed),*,*,[stem?],Simmen et al. (2006),Dango ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Talinaceae,Talinella ,dauphinensis,*,Talinella dauphinensis ,Endemic,"Liana, shrub",fruit; leaves,leaf,fruit,*,*,*,*,Sauther & Cuozzo (2009),Dango ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Talinaceae,Talinella ,dauphinensis,*,Talinella dolphinensis ,Endemic,"Liana, shrub",young leaves; fruit,leaf (immature),fruit,*,*,*,*,LaFleur & Sauther (2015),Dango ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Talinaceae,Talinella ,grevei,*,Talinella grevei,Endemic,Shrub,ripe fruit; leaves,leaf,fruit (ripe),*,*,*,*,Yamashita et al. (2015),Dango; Akoamanga ,Yamashita et al. (2015); LaFleur (2012)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Vitaceae,Cissus ,bosseri,*,Cissus bosseri,Endemic,Liana,fruits,*,fruit,*,*,*,*,Millette (2016),Lelatrandrake ,Millette (2016)
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Vitaceae,Cissus ,microdonta,*,Cissus microdonta,Native Not Endemic,Liana,fruit,*,fruit,*,*,*,*,Sauther & Cuozzo (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",Vitaceae,Cissus ,microdonta,*,Cissus microdonta,Native Not Endemic,Liana,ripe fruit pulp/seed,*,fruit (ripe),fruit (pulp with seed),*,*,*,Simmen et al. (2006),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Caterpillar,*,*,insect,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Cicada,*,*,insect,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Egg/Bird Nest,*,*,egg/bird nest,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Spider nest,*,*,other,*,*,*,*,?,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Termite leavings,*,*,other,*,*,*,*,?,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Sugar Cane,*,*,sugar cane,*,*,*,*,cane,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Melon,*,*,melon,*,fruit,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,"Plant, indeterminate",*,*,whole fruit,*,fruit,*,*,*,*,Yamashita (1996b),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,"Plant, indeterminate, purple flower",*,*,flower buds,*,*,*,bud,*,*,Yamashita (1996b),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,"Plant, indeterminate, dargic",*,*,flower buds,*,*,*,bud,*,*,Yamashita (1996b),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,"Shrub, indeterminate",*,*,mature leaves,leaf (mature),*,*,*,*,*,Yamashita (1996b),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Feces,*,*,feces,*,*,*,*,*,*,Fish et al. (2007),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Feces,*,*,feces,*,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Feces,*,*,feces,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Soil/dirt,*,*,soil/dirt,*,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Soil/dirt,*,*,soil/dirt,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Wood,*,*,wood,*,*,*,*,wood,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Wood,*,*,wood,*,*,*,*,wood,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Concrete/Stone,*,*,concrete / stone,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,"Vines, indeterminate",*,*,mature leaves; young leaves,leaf (immature and mature),*,*,*,*,*,Yamashita (1996b),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Ambirindola,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Amelo,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Angaranfke,*,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Atapiso,*,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Atratra,*,*,flowers,*,*,*,flower,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Daliste,*,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Fale,*,*,fruits,*,fruit,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Fatikakoho,*,*,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Fitarasoampoa,*,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Kidresy,*,*,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Kijeradolo,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Kongo,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Lavaenafe,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Lobakanjirike ,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Lobakanjirike ,*,*,flowers,*,*,*,flower,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Mamyaho (liana),*,*,flower buds; flowers; ?,*,*,*,flower; bud,*,?,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Sakarvironala / Sakaviron'ala,*,*,mature leaves,leaf (mature),*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Sakavironala,*,*,*,*,*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Saritabuara/Sarytabuara,*,*,young leaves; mature leaves,leaf (immature and mature),*,*,*,*,*,Millette (2016),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Taboarandolo,*,*,leaves; stems,leaf,*,*,*,stem,*,LaFleur & Gould (2009),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Taboarandolo,*,*,leaves,leaf,*,*,*,*,*,Yamashita et al. (2015),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Tarasoampoa,*,*,"leaves, buds",leaf,*,*,bud,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Tsyvoanisoa,*,*,?,*,*,*,*,*,?,Yamashita et al. (2015),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Vadrianoa,*,*,leaves,leaf,*,*,*,*,*,Gemmill & Gould (2008),*,*
Beza Mahafaly Special Reserve ,"23 30 S, 44 E",Gemmil and Gould (2008),"-23.5, 44",*,*,*,*,Vihipinde,*,*,leaves,leaf,*,*,*,*,*,LaFleur & Gould (2009),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Acanthaceae,*,*,*,Acanthaceae,*,*,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Acanthaceae,Achyrocalyx ,decaryi,*,Achyrocalyx decaryi,Endemic,Shrub,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Anacardiaceae,Operculicarya ,decaryi,*,Operculicarya decaryi,Endemic,"Shrub, tree",fruit and seeds,*,fruit,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Anacardiaceae,Poupartia ,sp.,*,Poupartia sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds,*,fruit,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Anacardiaceae,Poupartia ,sp. (unable to identify species name),*,Poupartia junior ,*,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Apocynaceae,Cynanchum ,perrieri,*,Cynanchum perrieri,Endemic,Herb,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Apocynaceae,Leptadenia ,sp.,*,Leptadenia sp.,Family or Genus Not Endemic to Malagasy Region,*,flowers; leaves,leaf,*,*,flower,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Apocynaceae,Marsdenia ,sp.,*,Marsdenia sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,Kelley (2011),Bokabe ,Gemmill & Gould (2008)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Apocynaceae,Tabernaemontana ,coffeoides,*,Tabernaemontana modesta,Native Not Endemic,"Shrub, tree",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),Feka ,Soma (2006)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Asphodelaceae,Aloe ,divaricata,*,Aloe divaricta ,Endemic,"Leaf succulent, shrub",flowers; leaves,leaf,*,*,flower,*,*,Kelley (2011),Aloe ,Gemmill & Gould (2008)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Asphodelaceae,Aloe ,vaombe,*,Aloe vahombe (SIC),Endemic,"Leaf succulent, tree",mature leaves,leaf (mature),*,*,*,*,*,Gould et al. (2015),Vahombe ,Soma (2006)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Asphodelaceae,Aloe ,vaombe,*,Aloe vahombe ,Endemic,"Leaf succulent, tree",flowers,*,*,*,flower,*,*,Kelley (2011),Vahombe ,Soma (2006)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Asteraceae,Psiadia ,altissima,*,Psiadia altissima,Endemic,"Shrub, tree",flowers,*,*,*,flower,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Asteraceae,Psiadia ,sp. (unable to identify species name),*,Psiadia restita ,*,*,fruit and seeds; leaves,leaf,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Bignoniaceae,Rhigozum ,madagascariense,*,Rhigozum madagascariensis (SIC),Endemic,"Shrub, tree",fruit and seeds; leaves,leaf,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Bignoniaceae,Stereospermum ,variabile,*,Stereospermum variabile,Endemic,Tree,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Burseraceae,Commiphora ,simplicifolia,*,Commiphora simplicifolia,Endemic,Shrub,fruit and seeds; leaves,leaf,fruit ,fruit (seed),*,*,*,Kelley (2011),Holidaro ,LaFleur (2012)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Burseraceae,Commiphora ,sp.,*,Commiphora sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Buxaceae,Buxus  ,madagascarica,*,Buxus madagascariensis (SIC),Native Not Endemic,"Shrub, tree",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,ficus-indica,*,Opuntia ficus-indica var. inermis,Naturalized,"Shrub, stem succulent",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,monacantha,*,Opuntia monacantha,Naturalized,"Shrub, stem succulent",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,monacantha,*,Opuntia monocantha (SIC),Naturalized,"Shrub, stem succulent",fruits,*,fruit,*,*,*,*,Gould et al. (2015),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,sp. (unable to identify species name),*,Opuntia vazaha,*,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,stricta,*,Opuntia stricta,Naturalized,"Shrub, stem succulent",fruits,*,fruit,*,*,*,*,Gould et al. (2015),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cactaceae,Opuntia ,stricta,*,Opuntia stricta,Naturalized,"Shrub, stem succulent",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Capparaceae,Boscia ,sp.,*,Boscia sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Capparaceae,Maerua ,filiformis,*,Maerua filiformis,Endemic,Tree,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),Solety; Suomongy/Somangy ,Soma (2006); Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Celastraceae,Gymnosporia ,linearis,*,Gymnosporia linearis,Native Not Endemic,"Shrub, tree",leaves,leaf,*,*,*,*,*,Kelley (2011),Tsingilifilo; Tsingilofilo ,Gemmill & Gould (2008); Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Combretaceae,Terminalia ,fatraea,*,Terminalia fatrae (SIC),Endemic,Tree,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Combretaceae,Terminalia ,mantaly,*,Terminalia mantaly ,Endemic,Tree,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Combretaceae,Terminalia ,sp.,*,Terminalia sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds; leaves,leaf,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Combretaceae,Terminalia ,ulexoides,*,Terminalia ulexioides (SIC),Endemic,Shrub,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Convolvulaceae,Ipomoea ,batatas,*,Ipomoea batatas,Naturalized,Herb,leaves,leaf,*,*,*,*,*,Kelley (2011),Bageda ,Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Convolvulaceae,Metaporana ,sp.,*,Metaporana sp.,Family or Genus Not Endemic to Malagasy Region,*,young leaves,leaf (immature),*,*,*,*,*,Gould et al. (2015),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Convolvulaceae,Metaporana ,sp.,*,Metaporana sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves; flowers,leaf,*,*,flower,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Crassulaceae,Kalanchoe ,beharensis,*,Kalanchoe beharensis,Endemic,"Leaf succulent, shrub, stem succulent, tree",leaves,leaf,*,*,*,*,*,Kelley (2011),Kalanchoe ,Gabriel (2013)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Crassulaceae,Kalanchoe ,integrifolia,*,Kalanchoe integrifolia,Endemic,"Herb, leaf succulent, shrub, stem succulent",leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cucurbitaceae,Citrullus ,lanatus,*,Citrullus lanatus,Naturalized,"Herb, vine",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),Voamanga ,Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cucurbitaceae,Cucumis ,sp.,*,Cucums sp. (SIC),Naturalized,*,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Cucurbitaceae,Xerosicyos ,danguyi,*,Xerosicyos danguyi,Endemic,"Leaf succulent, liana, shrub",leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Didiereaceae,Alluaudia ,dumosa,*,Alluaudia dumosa,Endemic,"Shrub, tree",fruit; seeds; leaves,leaf,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Didiereaceae,Alluaudia ,procera,*,Alluaudia procera,Endemic,Tree,mature leaves,leaf (mature),*,*,*,*,*,Gould et al. (2015),Fantsiolotse ,Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Didiereaceae,Alluaudia ,procera,*,Alluaudia procera,Endemic ,Tree,leaves,leaf,*,*,*,*,*,Kelley (2011),Fantsiolotse ,Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Ebenaceae,Diospyros ,sp.,*,Diospyros sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),"Torovoka, Hazontaha, Hazomainty ",Gabriel (2013)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Euphorbiaceae,Croton ,sp.,*,Croton sp.,Family or Genus Not Endemic to Malagasy Region,*,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Euphorbiaceae,Euphorbia ,hirta,*,Euphorbia hirta,Naturalized,*,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Euphorbiaceae,Euphorbia ,sp.,*,Euphorbia sp.,Family or Genus Not Endemic to Malagasy Region,*,fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Euphorbiaceae,Manihot ,utilissima,*,Manihot utilissima,*,*,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Fabaceae,Albizia ,sp.,*,Albizzia sp. (SIC),Family or Genus Not Endemic to Malagasy Region,*,flowers,*,*,*,flower,*,*,Kelley (2011),Sambalahy ,Gabriel (2013)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Fabaceae,Mimosa ,sp.,*,Mimosa sp.,Family or Genus Not Endemic to Malagasy Region,*,flowers; leaves,leaf,*,*,flower,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Loganiaceae,Strychnos ,decussata,*,Strychnos decussata,*,"Shrub, tree",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Loganiaceae,Strychnos ,madagascariensis,*,Strychnos madagascariensis,Native Not Endemic,"Shrub, tree",fruit and seeds,*,fruit ,fruit (seed),*,*,*,Kelley (2011),Bakoa ,Millette (2016)
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Malvaceae,Abutilon ,guineense,*,Abutilon asiaticum,*,Herb,leaves,leaf,*,*,*,*,*,Kelley (2011),*,*
Cap Sainte-Marie ,"25 33.390 S, 45 3.277 E",Kelley (2011),"-25.5565, 45.05461666666667",Malvaceae,Grewia ,cyclea,*,Grewia cyclea,Endemic,Tree,fruits,*,fruit,*,*,*,*,Gould et al. (2015),*,*
